host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
tau Cet,g,tau Cet g,0,20.0,0.133,0.06,1.75,1.18,3.5,1.794,G8 V,5310.0,4.52,-0.305,0.78,0.83,-0.52,12.12
tau Cet,h,tau Cet h,0,49.41,0.243,0.23,1.83,1.19,3.5,1.794,G8 V,5310.0,4.52,-0.305,0.78,0.83,-0.52,12.12
tau Cet,e,tau Cet e,0,162.87,0.538,0.18,3.93,1.81,3.5,1.794,G8 V,5310.0,4.52,-0.305,0.78,0.83,-0.52,12.12
tau Cet,f,tau Cet f,0,636.13,1.334,0.16,3.93,1.81,3.5,1.794,G8 V,5310.0,4.52,-0.305,0.78,0.83,-0.52,12.12
YZ Cet,b,YZ Cet b,0,1.96876,0.015569999999999999,0.0,0.75,0.93,12.074000000000002,6.42,M4.5,3056.0,,-2.65,0.13,0.17,-0.26,5.0
YZ Cet,c,YZ Cet c,0,3.06008,0.0209,0.04,0.98,1.0,12.074000000000002,6.42,M4.5,3056.0,,-2.65,0.13,0.17,-0.26,5.0
YZ Cet,d,YZ Cet d,0,4.65627,0.027639999999999998,0.129,1.14,1.05,12.074000000000002,6.42,M4.5,3056.0,,-2.65,0.13,0.17,-0.26,5.0
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,0,,5.4,,1303.103,13.0,,,,,,,0.13,,,
GJ 625,b,GJ 625 b,0,14.628,0.078361,0.13,2.82,1.49,10.1,5.832999999999999,M2,3499.0,4.94,-1.8940000000000001,0.3,0.31,-0.38,
HD 208897,b,HD 208897 b,0,352.7,1.05,0.07,444.962,13.6,6.51,4.198,K0,4860.0,3.13,1.09,1.25,4.98,0.21,
HD 34445,d,HD 34445 d,0,117.87,0.4817,0.027,30.7,6.07,7.327999999999999,5.79,G0 V,5879.0,4.21,0.33899999999999997,1.14,1.38,0.18,8.0
HD 34445,e,HD 34445 e,0,49.175,0.2687,0.09,16.8,4.26,7.327999999999999,5.79,G0 V,5879.0,4.21,0.33899999999999997,1.14,1.38,0.18,8.0
HD 34445,f,HD 34445 f,0,676.8,1.543,0.031,37.9,6.88,7.327999999999999,5.79,G0 V,5879.0,4.21,0.33899999999999997,1.14,1.38,0.18,8.0
HD 34445,g,HD 34445 g,0,5700.0,6.36,0.032,120.6,13.6,7.327999999999999,5.79,G0 V,5879.0,4.21,0.33899999999999997,1.14,1.38,0.18,8.0
MASCARA-1,b,MASCARA-1 b,0,2.14878,0.043,0.0,1175.971,16.814,8.273,7.74,A8,7554.0,4.0,1.176,1.72,2.1,0.0,1.0
GJ 9827,b,GJ 9827 b,0,1.2089819,0.0188,0.0,4.91,1.577,10.25,7.193,K5 V,4340.0,4.66,-0.9420000000000001,0.61,0.6,-0.26,10.0
GJ 9827,c,GJ 9827 c,0,3.6480957,0.03925,0.0,0.84,1.2409999999999999,10.25,7.193,K5 V,4340.0,4.66,-0.9420000000000001,0.61,0.6,-0.26,10.0
GJ 9827,d,GJ 9827 d,0,6.2014698,0.05591,0.0,4.04,2.022,10.25,7.193,K5 V,4340.0,4.66,-0.9420000000000001,0.61,0.6,-0.26,10.0
HD 76920,b,HD 76920 b,0,415.4,1.149,0.856,1249.0719,13.0,7.817,5.252999999999999,K1 III,4698.0,2.94,1.38,1.17,7.47,-0.11,7.1
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,0,,6.4,,1328.5294,13.0,,,,,,,0.72,,,
Kepler-80,g,Kepler-80 g,0,14.64558,,,1.51,1.13,14.755999999999998,12.253,K5,4540.0,4.64,-0.77,0.73,0.68,0.04,2.0
KOI-351,i,Kepler-90 i,0,14.44912,,,2.3,1.32,13.74,12.482000000000001,,6080.0,4.4,0.25,1.2,1.2,-0.12,
K2-18,c,K2-18 c,1,8.962,0.06,0.47,7.51,2.65,13.495999999999999,8.899,M2.5 V,3457.0,4.86,-1.66,0.36,0.41,0.12,
GJ 3942,b,GJ 3942 b,0,6.905,0.0608,0.121,7.14,2.57,10.25,6.331,M0,3867.0,4.65,-1.12,0.63,0.61,-0.04,
PSR J2322-2650,b,PSR J2322-2650 b,0,0.322964,0.0102,0.0017,252.64307000000002,13.9,,,,,,,1.4,,,
HATS-50,b,HATS-50 b,0,3.8297015,0.050460000000000005,0.516,123.9537,12.665999999999999,14.033,12.289000000000001,,5990.0,4.41,0.14300000000000002,1.17,1.12,,1.2
HATS-51,b,HATS-51 b,0,3.3488702,0.04639,0.33,244.09344,15.805,12.470999999999998,10.867,,5758.0,4.2,0.31,1.19,1.44,,4.74
HATS-52,b,HATS-52 b,0,1.36665436,0.024980000000000002,0.246,711.9392,15.491,13.669,12.114,,6010.0,4.45,0.068,1.11,1.05,,1.2
HATS-53,b,HATS-53 b,0,3.8537768,0.04753,0.33,189.10885,15.02,13.79,12.046,,5644.0,4.34,0.045,0.96,1.1,,9.0
KELT-19 A,b,KELT-19 A b,0,4.6117093,0.0637,,1293.5681,21.409000000000002,9.885,9.196,A8 V,7500.0,4.13,0.978,1.62,1.83,-0.12,
HATS-36,b,HATS-36 b,0,4.175186,0.0523,0.105,1022.14128,12.92,14.386,12.809000000000001,G0 V,5950.0,4.4,0.066,1.1,1.1,0.15,0.62
BD+48 740,b,BD+48 740 b,0,733.0,1.7,0.76,540.311,13.5,8.699,5.645,K3 III,4534.0,2.48,1.64,1.09,10.33,-0.13,
K2-146,b,K2-146 b,0,2.6446,0.0259,0.129,5.77,2.05,16.248,11.37,M3.0 V,3385.0,4.92,-1.824,0.33,0.33,-0.02,5.0
K2-147,b,K2-147 b,0,0.961917,0.0159,,2.48,1.38,14.019,9.997,,3672.0,4.72,-1.2919999999999998,0.58,0.55,0.19,
K2-148,b,K2-148 b,0,4.38395,0.0454,,2.33,1.33,13.507,10.292,,4079.0,4.65,-0.996,0.65,0.63,-0.11,
K2-148,c,K2-148 c,0,6.9226,0.0616,,3.64,1.73,13.507,10.292,,4079.0,4.65,-0.996,0.65,0.63,-0.11,
K2-148,d,K2-148 d,0,9.7579,0.0774,,3.33,1.64,13.507,10.292,,4079.0,4.65,-0.996,0.65,0.63,-0.11,
K2-149,b,K2-149 b,0,11.332,0.083,,3.33,1.64,14.484000000000002,10.561,M1.0 V,3745.0,4.71,-1.31,0.59,0.57,0.11,
K2-150,b,K2-150 b,0,10.59357,0.0727,,4.66,2.0,15.829,11.249,M2.5 V,3499.0,4.82,-1.585,0.46,0.44,0.09,
K2-151,b,K2-151 b,0,3.835476,0.0373,,2.83,1.49,14.14,10.117,M1.5 V,3695.0,4.8,-1.5530000000000002,0.47,0.45,-0.19,
K2-152,b,K2-152 b,0,32.6479,0.1716,,5.86,2.29,13.728,10.096,M0.0 V,4044.0,4.67,-1.085,0.63,0.61,0.12,
K2-153,b,K2-153 b,0,7.51574,0.0614,,4.66,2.0,14.979000000000001,11.207,M3.0 V,3845.0,4.73,-1.367,0.55,0.53,-0.09,
K2-154,b,K2-154 b,0,3.67626,0.0405,,4.62,1.99,14.033,10.368,M0.0 V,4097.0,4.65,-1.0390000000000001,0.65,0.63,0.21,
K2-154,c,K2-154 c,0,7.95486,0.0677,,4.94,2.07,14.033,10.368,M0.0 V,4097.0,4.65,-1.0390000000000001,0.65,0.63,0.21,
K2-155,b,K2-155 b,0,6.342,0.0562,,3.89,1.8,12.806,9.496,K7,4258.0,4.6,-1.229,0.65,0.58,-0.3,
K2-155,c,K2-155 c,0,13.85,0.0946,,7.27,2.6,12.806,9.496,K7,4258.0,4.6,-1.229,0.65,0.58,-0.3,
K2-155,d,K2-155 d,0,40.718,0.1937,,4.27,1.9,12.806,9.496,K7,4258.0,4.6,-1.229,0.65,0.58,-0.3,
KELT-21,b,KELT-21 b,0,3.6127647,0.052239999999999995,0.0,1242.7153,17.777,10.540999999999999,10.09,A8 V,7598.0,4.17,0.905,1.46,1.64,-0.405,1.6
K2-169,b,K2-169 b,0,6.380803,,,2.16,1.273,12.229000000000001,10.370999999999999,,5548.0,4.56,-0.161,0.99,0.92,0.26,
K2-170,b,K2-170 b,0,7.576544,,,2.6,1.4180000000000001,12.633,11.075,,5748.0,4.34,0.07200000000000001,0.96,0.98,-0.11,
K2-170,c,K2-170 c,0,12.400047,,,3.9,1.8019999999999998,12.633,11.075,,5748.0,4.34,0.07200000000000001,0.96,0.98,-0.11,
K2-171,b,K2-171 b,0,5.628466,,,7.69,2.687,12.66,10.529000000000002,,5250.0,3.95,0.516,0.89,1.72,-0.09,
K2-172,b,K2-172 b,0,14.316941,,,3.42,1.666,12.437999999999999,10.661,,5569.0,4.61,-0.23199999999999998,0.93,0.87,-0.06,
K2-172,c,K2-172 c,0,29.62682,,,10.4,3.2060000000000004,12.437999999999999,10.661,,5569.0,4.61,-0.23199999999999998,0.93,0.87,-0.06,
K2-80,d,K2-80 d,0,28.867253,,,7.04,2.552,12.626,10.312999999999999,,5441.0,4.52,-0.43200000000000005,0.9,0.87,0.07,
K2-173,b,K2-173 b,0,5.868699,,,3.22,1.608,12.402999999999999,10.299000000000001,,5580.0,4.52,-0.22,0.88,0.84,-0.25,
K2-174,b,K2-174 b,0,19.562307,0.126,,7.27,2.6,12.424000000000001,9.496,,4455.0,4.62,-0.8079999999999999,0.7,0.68,0.113,
K2-175,b,K2-175 b,0,9.525988,,,4.81,2.0380000000000003,10.835999999999999,9.195,,5909.0,4.11,0.419,1.09,1.42,0.05,
K2-176,b,K2-176 b,0,5.329439,,,2.83,1.4909999999999999,12.892999999999999,10.725999999999999,,5428.0,4.63,-0.348,0.94,0.86,0.15,
K2-177,b,K2-177 b,0,14.155185,,,5.13,2.116,12.645,10.593,,6063.0,4.38,0.342,1.21,1.21,0.41,
K2-178,b,K2-178 b,0,8.747818,,,12.4,3.5580000000000003,12.402999999999999,10.292,,5525.0,4.55,-0.284,0.95,0.89,0.09,
K2-200,b,K2-200 b,0,2.849883,,,2.43,1.364,12.459000000000001,10.375,,5233.0,4.71,-0.44299999999999995,0.86,0.79,-0.04,
K2-201,b,K2-201 b,0,1.05979,,,2.54,1.4,12.809000000000001,10.198,,5507.0,4.68,-0.276,0.96,0.88,0.13,
K2-201,c,K2-201 c,0,22.779878,,,10.8,3.286,12.809000000000001,10.198,,5507.0,4.68,-0.276,0.96,0.88,0.13,
K2-202,b,K2-202 b,0,3.405164,,,5.91,2.302,13.297,11.046,,5491.0,4.55,-0.335,0.97,0.91,0.27,
K2-203,b,K2-203 b,0,9.695101,,,2.45,1.371,12.353,10.206,,5000.0,4.43,-0.485,0.79,0.76,-0.07,
K2-204,b,K2-204 b,0,7.055784,,,9.51,3.0460000000000003,13.01,11.478,,5755.0,4.23,0.253,1.01,1.18,0.07,
K2-205,b,K2-205 b,0,26.672263,,,4.64,1.996,12.390999999999998,10.879000000000001,,5890.0,4.25,0.19399999999999998,0.95,1.08,-0.26,
K2-206,b,K2-206 b,0,18.294549,,,8.22,2.795,13.1,10.918,,5043.0,4.46,-0.435,0.79,0.76,-0.14,
K2-207,b,K2-207 b,0,12.48749,,,7.3,2.6060000000000003,13.165999999999999,11.383,,5522.0,4.41,-0.17300000000000001,0.94,0.93,0.11,
K2-208,b,K2-208 b,0,4.190948,,,3.46,1.679,12.503,10.745999999999999,,5582.0,4.62,-0.214,0.93,0.86,-0.11,
K2-209,b,K2-209 b,0,2.080615,,,0.586,0.8690000000000001,11.205,8.613,,4720.0,4.46,-0.588,0.74,0.71,-0.06,
K2-210,b,K2-210 b,0,0.570233,,,0.474,0.8190000000000001,11.535,9.915,,5396.0,4.55,-0.249,0.91,0.85,0.05,
K2-211,b,K2-211 b,0,0.669558,,,2.46,1.375,13.075,11.104000000000001,,5221.0,4.6,-0.386,0.88,0.82,0.11,
K2-212,b,K2-212 b,0,9.79551,0.0785,,6.9,2.52,13.1,9.856,,4272.0,4.64,-0.91,0.67,0.65,0.03,
K2-213,b,K2-213 b,0,8.13087,,,2.9,1.514,11.802999999999999,10.655999999999999,,5794.0,4.25,0.247,1.07,1.2,0.25,
K2-214,b,K2-214 b,0,8.596802,0.0834,,6.48,2.43,11.805,10.222999999999999,,5854.0,4.25,0.196,1.05,1.27,0.05,
K2-215,b,K2-215 b,0,8.269648,,,5.16,2.124,12.985999999999999,11.298,,5704.0,4.41,-0.026000000000000002,1.0,0.97,0.11,
K2-216,b,K2-216 b,0,2.1748,0.028,0.0,8.0,1.75,12.475999999999999,9.721,K5 V,4503.0,4.57,-0.721,0.7,0.72,0.0,
K2-217,b,K2-217 b,0,14.074524,,,12.5,3.5789999999999997,12.187000000000001,10.679,,5967.0,4.17,0.23199999999999998,1.1,1.33,0.04,
K2-218,b,K2-218 b,0,8.679885,,,7.13,2.569,12.876,11.206,,5757.0,4.45,-0.003,1.05,1.01,0.25,
K2-219,b,K2-219 b,0,3.901287,,,2.38,1.348,12.09,10.424000000000001,,5753.0,4.23,0.151,1.02,1.19,0.13,
K2-107,b,K2-107 b,0,3.313959,0.0475,0.0,266.9772,15.98,12.92,11.21,F9 IV,6061.0,4.04,0.46399999999999997,1.3,1.81,0.14,4.25
WASP-53,b,WASP-53 b,0,3.3098443,0.041010000000000005,0.03,677.61356,12.038,12.347000000000001,10.39,,4953.0,4.55,-0.46299999999999997,0.84,0.8,0.22,
WASP-53,c,WASP-53 c,0,2840.0,3.73,0.8369,5196.5205,,12.347000000000001,10.39,,4953.0,4.55,-0.46299999999999997,0.84,0.8,0.22,
WASP-81,b,WASP-81 b,0,2.7164762,0.039080000000000004,0.066,231.69807000000003,16.018,12.333,10.892000000000001,,5870.0,4.26,0.24600000000000002,1.08,1.28,-0.36,
TAP 26,b,TAP 26 b,0,10.79,0.0968,,527.5978,13.5,11.81,9.27,,4620.0,4.5,-0.25,1.04,1.17,,0.017
K2-108,b,K2-108 b,0,4.733999,0.0581,0.18,59.4,5.33,12.33,10.561,,5599.0,4.02,0.38799999999999996,1.17,1.76,0.36,7.8
KELT-16,b,KELT-16 b,0,0.9689951,0.02044,0.0,874.0325,15.860999999999999,11.898,10.642000000000001,F7 V,6236.0,4.25,0.401,1.21,1.36,-0.002,3.1
TRAPPIST-1,e,TRAPPIST-1 e,0,6.099615,0.02817,0.085,0.62,0.9179999999999999,18.8,10.296,,2559.0,,-3.281,0.08,0.12,0.04,0.5
TRAPPIST-1,f,TRAPPIST-1 f,0,9.20669,0.0371,0.063,0.68,1.045,18.8,10.296,,2559.0,,-3.281,0.08,0.12,0.04,0.5
TRAPPIST-1,g,TRAPPIST-1 g,0,12.35294,0.0451,0.061,1.34,1.127,18.8,10.296,,2559.0,,-3.281,0.08,0.12,0.04,0.5
TRAPPIST-1,h,TRAPPIST-1 h,0,18.767,0.063,,0.35,0.752,18.8,10.296,,2559.0,,-3.281,0.08,0.12,0.04,0.5
HATS-22,b,HATS-22 b,0,4.7228124,0.05025,0.079,870.8542,10.682,13.455,10.942,K V,4803.0,4.64,-0.6459999999999999,0.76,0.69,0.0,
HATS-23,b,HATS-23 b,0,2.1605156,0.03397,0.114,467.2101,20.849,13.901,12.262,G V,5780.0,4.33,0.155,1.12,1.2,0.28,4.2
HATS-24,b,HATS-24 b,0,1.3484978,0.0238,0.0,718.2958,15.637,12.83,11.382,F V,6125.0,4.37,0.19,1.07,1.12,-0.22899999999999998,3.7
Kepler-20,g,Kepler-20 g,0,34.94,0.2055,0.15,19.96,4.71,12.51,10.870999999999999,,5495.0,4.45,-0.18899999999999997,0.95,0.96,0.07,7.6
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,0,511.21,,0.16,692.8694,13.3,9.71,6.494,K4 III,4200.0,1.8,2.157,1.37,21.02,,
GJ 3138,b,GJ 3138 b,0,1.22003,0.0197,0.19,1.78,1.18,10.98,7.246,M0,3717.0,,-1.347,0.68,0.5,-0.3,
GJ 3138,c,GJ 3138 c,0,5.974,0.057,0.11,4.18,1.88,10.98,7.246,M0,3717.0,,-1.347,0.68,0.5,-0.3,
GJ 3138,d,GJ 3138 d,0,257.8,0.698,0.32,10.5,3.23,10.98,7.246,M0,3717.0,,-1.347,0.68,0.5,-0.3,
GJ 3323,b,GJ 3323 b,0,5.3636,0.03282,0.23,2.02,1.23,12.22,6.736000000000001,M4,3159.0,,-2.569,0.16,0.12,-0.27,
GJ 3323,c,GJ 3323 c,0,40.54,0.1264,0.17,2.31,1.32,12.22,6.736000000000001,M4,3159.0,,-2.569,0.16,0.12,-0.27,
GJ 273,b,GJ 273 b,0,18.6498,0.091101,0.1,2.89,1.51,9.872,4.857,M3.5,3382.0,,-2.056,0.29,0.29,0.09,
GJ 273,c,GJ 273 c,0,4.7234,0.036467,0.17,1.18,1.06,9.872,4.857,M3.5,3382.0,,-2.056,0.29,0.29,0.09,
GJ 3293,d,GJ 3293 d,0,48.1345,0.19394,0.12,7.6,2.67,11.962,7.486000000000001,M2.5,3466.0,,-1.6580000000000001,0.42,0.4,0.02,
GJ 3293,e,GJ 3293 e,0,13.2543,0.08208,0.21,3.28,1.63,11.962,7.486000000000001,M2.5,3466.0,,-1.6580000000000001,0.42,0.4,0.02,
Kepler-19,d,Kepler-19 d,0,62.95,,0.05,22.5,5.06,11.876,10.318,,5544.0,4.51,-0.183,0.94,0.86,-0.08,1.9
Kepler-150,f,Kepler-150 f,0,637.2093,1.24,,12.9,3.64,14.974,13.367,,5560.0,4.47,-0.18,0.94,0.94,-0.02,4.57
LHS 1140,b,LHS 1140 b,0,24.736959,0.0936,0.06,6.98,1.7269999999999999,14.18,8.821,M4.5 V,3216.0,,-2.356,0.18,0.21,-0.24,5.0
HIP 67537,b,HIP 67537 b,0,2556.5,4.91,0.59,3527.913,12.4,6.44,4.196000000000001,K1 III,4985.0,2.85,1.617,2.41,8.69,0.15,
KELT-12,b,KELT-12 b,0,5.031623,0.06708,0.0,301.9385,19.952,10.59,9.362,,6279.0,3.89,0.892,1.59,2.37,0.19,2.2
KELT-11,b,KELT-11 b,0,4.7361,0.06229,0.0007,54.34893,15.132,8.04,6.122000000000001,G8/K0 IV,5375.0,3.7,0.753,1.44,2.69,0.17,
HD 27894,c,HD 27894 c,0,36.07,0.198,0.015,51.488459999999996,8.24,9.349,7.071000000000001,K2 V,4894.0,4.08,-0.409,0.8,0.89,0.3,13.0
HD 27894,d,HD 27894 d,0,5174.0,5.448,0.389,1721.04945,12.8,9.349,7.071000000000001,K2 V,4894.0,4.08,-0.409,0.8,0.89,0.3,13.0
TYC 4282-00605-1,b,TYC 4282-00605-1 b,0,101.54,0.422,0.28,3426.2074,12.4,10.58,6.778,,4300.0,2.0,1.91,0.97,16.21,-0.07,10.1
HIP 65426,b,HIP 65426 b,0,,92.0,,2860.47,16.814,6.982,6.771,A2 V,8840.0,,1.24,1.96,1.77,,0.013999999999999999
K2-131,b,K2-131 b,0,0.36931,0.0095,0.0,6.3,1.7,12.115,10.051,,5245.0,4.61,-0.479,0.84,0.75,-0.17,
GJ 1148,c,GJ 1148 c,0,532.58,0.912,0.342,68.06,9.71,11.92,6.822,M4,3264.0,,-1.699,0.35,0.4,,
KELT-20,b,KELT-20 b,0,3.4741085,0.0542,0.0,1074.90106,19.515,7.58,7.415,A2 V,8720.0,4.29,1.104,1.76,1.56,-0.29,0.6
NGTS-1,b,NGTS-1 b,0,2.647298,0.0326,0.016,258.07796,14.908,15.524000000000001,11.936,M0.5,3916.0,4.71,-1.153,0.62,0.57,0.0,
K2-136,b,K2-136 b,0,7.975292,,0.1,0.937,0.99,10.855,8.368,K5.5,4499.0,4.66,-0.7879999999999999,0.74,0.66,0.15,0.688
K2-136,c,K2-136 c,0,17.307137,0.11728,0.13,8.8,2.91,10.855,8.368,K5.5,4499.0,4.66,-0.7879999999999999,0.74,0.66,0.15,0.688
K2-136,d,K2-136 d,0,25.575065,,0.14,2.7,1.45,10.855,8.368,K5.5,4499.0,4.66,-0.7879999999999999,0.74,0.66,0.15,0.688
K2-137,b,K2-137 b,0,0.179715,0.0058,0.0,158.915,0.89,15.498,10.882,M3 V,3492.0,4.82,-1.484,0.46,0.44,0.08,
Kepler-1652,b,Kepler-1652 b,0,38.09722,0.1654,,3.19,1.6,16.002,12.635,,3638.0,4.88,-1.6380000000000001,0.4,0.38,-0.3,3.2
Kepler-1653,b,Kepler-1653 b,0,140.2524,0.4706,,5.35,2.17,15.429,13.210999999999999,,4807.0,4.62,-0.636,0.72,0.69,-0.18,7.7
Ross 128,b,Ross 128 b,0,9.8658,0.0496,0.116,1.4,1.11,11.15,5.654,M4,3192.0,,-2.441,0.17,0.2,-0.02,5.0
K2-179,b,K2-179 b,0,5.172191,,,6.86,2.513,12.956,10.555,,5015.0,4.63,-0.604,0.82,0.77,0.03,
K2-180,b,K2-180 b,0,8.867209,0.0753,,5.95,2.31,12.600999999999999,10.677,,5358.0,4.58,-0.45,0.72,0.72,-0.54,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,0,,1.67,,889.924,13.2,,,,,,,0.29,,,
HD 20794,e,HD 20794 e,0,147.02,0.509,0.29,4.77,2.03,4.27,2.636,G8 V,5401.0,4.22,-0.163,0.7,0.92,-0.4,5.76
HD 177565,b,HD 177565 b,0,44.505,0.246,0.0593,15.1,4.0,6.16,4.539,G8 V,5627.0,4.39,-0.054000000000000006,1.0,0.97,0.08,6.88
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,0,,0.9,,6.7,2.48,,,,,,,0.1,,,
WASP-167,b,WASP-167 b,0,2.0219596,0.0365,,2542.64,17.71,10.579,9.76,F1 V,7000.0,4.13,0.897,1.59,1.79,0.1,1.29
WASP-91,b,WASP-91 b,0,2.798581,0.037,0.0,425.8922,11.545,12.0,,K3,4920.0,4.3,-0.38299999999999995,0.84,0.86,0.19,
WASP-105,b,WASP-105 b,0,7.87288,0.075,0.0,572.094,10.761,12.1,,K2,5070.0,4.2,-0.024,0.89,0.9,0.28,
WASP-107,b,WASP-107 b,0,5.72149,0.055,0.0,38.1396,10.536,11.470999999999998,8.637,K6,4430.0,4.5,-0.8109999999999999,0.69,0.66,0.02,8.3
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,0,,10.2,,2669.772,12.6,,,,,,,0.49,,,
K2-117,c,K2-117 c,0,5.444017,0.0492,0.15,4.9,2.06,14.655,10.589,M1.0 V,3778.0,4.75,-1.357,0.54,0.51,-0.05,
K2-118,b,K2-118 b,0,50.92092,0.245,0.2,6.99,2.54,14.049000000000001,11.654000000000002,,4726.29,,-0.561,0.76,0.73,,
K2-125,b,K2-125 b,0,21.750264,0.121,0.08,5.39,2.18,16.122,11.802,,3654.47,,-1.58,0.49,0.4,,
K2-128,b,K2-128 b,0,5.675819,0.056,0.23,2.6,1.42,12.627,9.815,,4469.51,4.7,-0.8220000000000001,0.71,0.78,-0.26,
K2-129,b,K2-129 b,0,8.239493,0.057,0.13,1.12,1.04,13.63,8.852,,3459.09,,-1.78,0.36,0.36,,
K2-130,b,K2-130 b,0,2.49412,0.032,0.17,2.1,1.25,12.759,9.857999999999999,,4356.47,4.62,-0.799,0.7,0.74,-0.24,
K2-116,b,K2-116 b,0,4.655411,0.048,0.06,0.257,0.69,10.91,7.875,,4348.35,4.64,-0.746,0.69,0.67,0.01,
K2-117,b,K2-117 b,0,1.2916,0.0189,0.06,4.78,2.03,14.655,10.589,M1.0 V,3778.0,4.75,-1.357,0.54,0.51,-0.05,
K2-119,b,K2-119 b,0,7.727283,0.0698,0.07,6.94,2.53,14.883,12.174000000000001,,4740.0,4.62,-0.7440000000000001,0.76,0.71,-0.05,
K2-120,b,K2-120 b,0,9.562742,0.078,0.14,4.7,2.01,14.045,11.388,,4349.9,,-0.664,0.69,0.67,,
K2-121,b,K2-121 b,0,5.185761,0.0525,0.22,43.9,7.5,13.319,10.616,,4551.0,4.63,-0.7559999999999999,0.72,0.68,-0.04,
K2-122,b,K2-122 b,0,2.219282,0.0285,0.21,1.92,1.21,13.15,9.275,M0,4027.0,4.68,-1.156,0.62,0.6,0.06,
K2-123,b,K2-123 b,0,30.951524,0.1649,0.06,8.05,2.76,14.780999999999999,11.055,,4035.0,4.69,-1.085,0.62,0.59,0.03,
K2-124,b,K2-124 b,0,6.413651,0.049,0.08,8.75,2.9,15.462,11.975,,3570.0,4.86,-1.66,0.39,0.39,0.023,
K2-126,b,K2-126 b,0,7.385655,0.0656,0.06,4.54,1.97,12.918,9.712,,4339.0,4.66,-0.9159999999999999,0.69,0.65,0.02,
K2-127,b,K2-127 b,0,3.588163,0.0411,0.12,52.9,8.37,15.037,12.793,,4575.0,4.65,-0.27699999999999997,0.72,0.66,-0.11,
K2-132,b,K2-132 b,0,9.1751,0.0916,0.29,155.7367,14.572000000000001,11.897,9.54,,4840.0,3.3,0.943,1.08,3.85,-0.01,8.5
K2-133,b,K2-133 b,0,3.07133,0.031939999999999996,,2.36,1.34,14.288,10.279000000000002,M1.5 V,3655.0,,-1.479,0.46,0.46,,
K2-133,c,K2-133 c,0,4.86784,0.043410000000000004,,3.2,1.6030000000000002,14.288,10.279000000000002,M1.5 V,3655.0,,-1.479,0.46,0.46,,
K2-133,d,K2-133 d,0,11.02454,0.07487,,4.67,2.003,14.288,10.279000000000002,M1.5 V,3655.0,,-1.479,0.46,0.46,,
WASP-151,b,WASP-151 b,0,4.533471,0.055,0.003,98.5273,12.665999999999999,12.795,11.187000000000001,G1,5871.0,4.35,0.145,1.08,1.14,0.1,5.1
WASP-153,b,WASP-153 b,0,3.332609,0.048,0.009,123.9537,17.374000000000002,12.8,11.050999999999998,G0,5914.0,4.1,0.46,1.34,1.73,0.34,4.0
WASP-156,b,WASP-156 b,0,3.836169,0.0453,0.007,40.68224,5.7170000000000005,11.6,9.339,K3,4910.0,4.6,-0.435,0.84,0.76,0.24,6.4
HD 40956,b,HD 40956 b,0,578.6,1.4,0.24,858.141,13.2,6.422999999999999,4.143,K0,4869.0,3.02,1.6640000000000001,2.0,8.56,0.14,1.35
HD 111591,b,HD 111591 b,0,1056.4,2.5,0.26,1398.452,12.9,6.4270000000000005,,K0 III,4884.0,3.1,1.581,1.94,8.03,0.07,1.41
HD 113996,b,HD 113996 b,0,610.2,1.6,0.28,2002.329,12.7,4.82,1.493,K5 III,4181.0,1.86,2.464,1.49,25.11,0.13,3.24
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,0,1224.0,2.17,,4252.5654,12.3,,,,,,,0.88,,,
K2-181,b,K2-181 b,0,6.894256,0.0706,,8.45,2.84,12.749,11.026,,5608.0,4.38,-0.02,0.99,1.07,0.23,
K2-182,b,K2-182 b,0,4.736837,0.0529,,8.05,2.76,11.997,9.913,,5165.0,4.58,-0.396,0.88,0.8,0.09,
K2-183,b,K2-183 b,0,0.469269,,,7.27,2.5989999999999998,12.845999999999998,11.020999999999999,,5519.0,4.43,-0.138,0.93,0.97,0.09,
K2-183,c,K2-183 c,0,10.792635,0.0932,,8.6,2.87,12.845999999999998,11.020999999999999,,5519.0,4.43,-0.138,0.93,0.97,0.09,
K2-183,d,K2-183 d,0,22.631964,0.1527,,8.55,2.86,12.845999999999998,11.020999999999999,,5519.0,4.43,-0.138,0.93,0.97,0.09,
K2-184,b,K2-184 b,0,16.995731,0.1229,,3.02,1.55,10.345,8.38,,5220.0,4.59,-0.38799999999999996,0.86,0.78,-0.07,
K2-185,b,K2-185 b,0,10.616646,,,2.28,1.3130000000000002,12.215,10.68,,5722.0,4.58,-0.09,0.98,0.91,-0.05,
K2-186,b,K2-186 b,0,41.474219,,,10.2,3.1719999999999997,12.307,10.774000000000001,,5784.0,4.45,0.05,1.02,0.98,0.06,
